frame,t_sec,track_id,cls,team,x,y
590,23.6,98,player,0,76.21,35.42
590,23.6,12,player,0,67.2,39.34
590,23.6,100,player,1,109.8,23.63
590,23.6,92,player,0,96.31,28.42
590,23.6,59,referee,3,115.34,18.22
590,23.6,93,player,0,101.04,27.23
590,23.6,38,player,1,88.49,29.88
595,23.8,96,player,0,87.42,32.79
595,23.8,30,referee,3,69.19,40.78
595,23.8,90,player,1,86.53,33.76
595,23.8,95,player,1,84.56,33.55
595,23.8,39,player,1,49.37,47.17
595,23.8,94,player,1,80.86,34.2
595,23.8,81,player,1,61.34,41.77
595,23.8,97,referee,3,87.12,32.22
595,23.8,47,player,0,79.71,34.91
595,23.8,102,player,1,103.19,27.16
595,23.8,98,player,0,77.08,35.02
595,23.8,91,player,0,84.86,31.25
595,23.8,52,player,0,108.41,24.09
595,23.8,12,player,0,67.41,39.14
595,23.8,93,player,0,101.21,27.22
595,23.8,38,player,1,89.09,29.59
595,23.8,100,player,1,112.92,22.43
595,23.8,73,player,1,71.3,37.21
600,24.0,90,player,1,86.7,33.69
600,24.0,96,player,0,87.23,32.85
600,24.0,39,player,1,48.74,47.36
600,24.0,30,referee,3,69.05,40.8
600,24.0,47,player,0,79.42,35.01
600,24.0,95,player,1,84.69,33.49
600,24.0,94,player,1,81.23,34.04
600,24.0,38,player,1,88.05,30.03
600,24.0,99,player,1,102.83,27.3
600,24.0,91,player,0,84.75,31.3
600,24.0,73,player,1,70.31,37.6
600,24.0,97,referee,3,87.03,32.25
600,24.0,93,player,0,100.92,27.36
600,24.0,98,player,0,76.64,35.23
600,24.0,12,player,0,67.12,39.23
600,24.0,52,player,0,107.39,24.5
600,24.0,59,referee,3,114.5,18.72
600,24.0,72,player,0,94.62,27.33
605,24.2,90,player,1,87.03,33.58
605,24.2,94,player,1,81.47,33.93
605,24.2,39,player,1,48.54,47.26
605,24.2,95,player,1,84.85,33.41
605,24.2,96,player,0,87.25,32.85
605,24.2,99,player,1,102.78,27.39
605,24.2,47,player,0,79.87,34.8
605,24.2,93,player,0,100.77,27.5
605,24.2,91,player,0,84.98,31.24
605,24.2,98,player,0,77.14,35.01
605,24.2,38,player,1,88.84,29.66
605,24.2,97,referee,3,87.11,32.22
605,24.2,73,player,1,70.91,37.25
605,24.2,12,player,0,66.88,39.23
605,24.2,59,referee,3,114.94,18.65
605,24.2,30,referee,3,69.56,40.54
610,24.4,39,player,1,48.44,47.15
610,24.4,90,player,1,87.41,33.44
610,24.4,95,player,1,84.83,33.4
610,24.4,96,player,0,87.16,32.89
610,24.4,103,player,0,57.81,42.72
610,24.4,93,player,0,100.81,27.54
610,24.4,73,player,1,70.73,37.25
610,24.4,30,referee,3,68.87,40.74
610,24.4,47,player,0,79.75,34.8
610,24.4,97,referee,3,86.86,32.3
610,24.4,12,player,0,66.94,39.14
610,24.4,94,player,1,82.12,33.63
610,24.4,59,referee,3,114.87,18.78
610,24.4,38,player,1,89.03,29.53
610,24.4,91,player,0,85.57,30.98
610,24.4,98,player,0,77.35,34.9
610,24.4,72,player,0,93.93,27.69
615,24.6,39,player,1,48.49,47.02
615,24.6,103,player,0,58.16,42.53
615,24.6,104,player,1,60.46,41.74
615,24.6,90,player,1,87.64,33.38
615,24.6,96,player,0,87.14,32.91
615,24.6,73,player,1,71.26,36.96
615,24.6,95,player,1,85.22,33.25
615,24.6,30,referee,3,69.19,40.59
615,24.6,98,player,0,77.36,34.9
615,24.6,94,player,1,82.15,33.63
615,24.6,89,player,0,94.8,29.07
615,24.6,91,player,0,86.13,30.8
615,24.6,12,player,0,66.93,39.11
615,24.6,47,player,0,80.01,34.69
615,24.6,59,referee,3,115.13,18.72
620,24.8,90,player,1,87.61,33.36
620,24.8,39,player,1,48.13,47.0
620,24.8,95,player,1,84.71,33.41
620,24.8,30,referee,3,69.1,40.53
620,24.8,104,player,1,59.96,41.8
620,24.8,96,player,0,86.79,33.01
620,24.8,103,player,0,57.74,42.54
620,24.8,72,player,0,93.91,27.73
620,24.8,73,player,1,71.6,36.68
620,24.8,98,player,0,77.08,34.92
620,24.8,77,player,0,99.4,28.2
620,24.8,94,player,1,82.19,33.54
620,24.8,86,player,0,104.74,25.65
620,24.8,47,player,0,79.6,34.79
620,24.8,12,player,0,66.72,39.08
620,24.8,97,referee,3,86.45,32.42
620,24.8,59,referee,3,114.3,19.14
620,24.8,38,player,0,88.61,29.67
620,24.8,91,player,0,85.92,30.87
625,25.0,39,player,1,58.25,62.55
625,25.0,104,player,1,47.53,47.42
625,25.0,103,player,0,47.02,48.33
625,25.0,90,player,1,97.37,41.93
625,25.0,96,player,0,71.07,37.36
625,25.0,77,player,0,69.81,25.72
625,25.0,94,player,1,48.94,35.03
625,25.0,30,referee,3,108.08,71.16
625,25.0,73,player,1,40.96,37.82
625,25.0,95,player,1,61.74,36.66
625,25.0,72,player,0,37.03,26.43
625,25.0,47,player,0,52.3,37.48
625,25.0,12,player,0,45.7,42.71
625,25.0,59,referee,3,32.09,18.25
625,25.0,91,player,0,37.96,30.08
625,25.0,97,referee,3,55.23,34.01
625,25.0,98,player,0,44.08,36.51
630,25.2,90,player,1,87.44,37.53
630,25.2,104,player,1,61.26,53.53
630,25.2,95,player,1,84.5,36.51
630,25.2,39,player,1,53.41,63.46
630,25.2,96,player,0,86.31,36.28
630,25.2,72,player,0,94.21,17.88
630,25.2,103,player,0,59.49,55.07
630,25.2,73,player,1,71.03,41.57
630,25.2,47,player,0,79.75,38.67
630,25.2,30,referee,3,72.51,51.19
630,25.2,68,referee,3,85.79,33.9
630,25.2,94,player,1,81.78,35.69
630,25.2,98,player,0,76.24,38.69
630,25.2,91,player,0,85.25,27.01
630,25.2,12,player,0,66.41,48.4
630,25.2,59,referee,3,121.09,-12.32
635,25.4,39,player,1,51.45,61.91
635,25.4,90,player,1,88.65,36.57
635,25.4,30,referee,3,72.78,49.98
635,25.4,95,player,1,85.3,35.3
635,25.4,96,player,0,87.09,35.34
635,25.4,103,player,0,58.57,52.96
635,25.4,73,player,1,71.24,39.32
635,25.4,81,player,0,65.83,46.39
635,25.4,47,player,0,79.91,37.47
635,25.4,104,player,1,60.5,51.25
635,25.4,59,referee,3,115.32,-4.04
635,25.4,91,player,0,84.71,26.96
635,25.4,94,player,1,82.5,34.01
635,25.4,38,player,1,85.29,25.58
640,25.6,39,player,1,50.54,62.31
640,25.6,73,player,1,72.58,39.46
640,25.6,90,player,1,88.29,36.62
640,25.6,95,player,1,85.88,35.15
640,25.6,47,player,0,80.69,37.39
640,25.6,30,referee,3,71.83,50.02
640,25.6,104,player,1,60.58,51.61
640,25.6,103,player,0,58.48,53.39
640,25.6,38,player,1,89.18,23.91
640,25.6,59,referee,3,120.89,-5.2
640,25.6,96,player,0,87.26,35.34
645,25.8,39,player,1,92.84,95.0
645,25.8,96,player,0,98.95,47.67
645,25.8,30,referee,3,104.65,69.78
645,25.8,95,player,1,96.26,49.38
645,25.8,90,player,1,104.11,46.12
645,25.8,88,player,1,84.9,63.31
645,25.8,105,player,0,99.92,35.3
645,25.8,103,player,0,88.59,81.89
645,25.8,104,player,1,88.27,78.92
645,25.8,91,player,0,84.01,42.61
645,25.8,71,player,1,95.31,21.61
645,25.8,80,referee,3,80.7,23.3
645,25.8,38,player,0,84.6,50.12
650,26.0,39,player,1,58.68,61.8
650,26.0,30,referee,3,106.44,80.11
650,26.0,105,player,0,76.69,23.34
650,26.0,96,player,0,73.77,32.86
650,26.0,95,player,1,65.39,30.46
650,26.0,103,player,1,49.73,40.52
650,26.0,86,player,1,61.33,8.63
650,26.0,88,player,1,45.32,27.39
655,26.2,39,player,1,59.22,62.15
655,26.2,30,referee,3,106.0,80.22
655,26.2,87,player,1,45.53,27.64
655,26.2,96,player,0,74.16,33.65
655,26.2,95,player,1,65.68,30.63
655,26.2,38,player,0,44.24,16.15
655,26.2,104,player,0,49.04,37.38
655,26.2,101,player,1,49.93,40.87
655,26.2,105,player,0,77.1,23.85
660,26.4,39,player,0,60.2,62.98
660,26.4,96,player,0,74.59,34.11
660,26.4,104,player,0,49.15,37.93
660,26.4,105,player,0,77.76,25.82
660,26.4,94,player,0,54.41,23.1
660,26.4,95,player,1,65.81,30.53
660,26.4,47,referee,3,57.95,27.87
660,26.4,101,player,1,50.36,41.4
665,26.6,95,player,1,68.01,31.71
665,26.6,105,player,0,79.78,27.01
665,26.6,96,player,0,76.48,35.32
665,26.6,69,player,1,63.7,21.43
665,26.6,101,player,1,52.43,44.45
665,26.6,78,player,0,46.6,21.94
665,26.6,104,player,0,50.8,40.65
670,26.8,96,player,0,76.67,35.27
670,26.8,105,player,0,79.84,26.93
670,26.8,73,player,0,50.56,30.9
670,26.8,95,player,1,68.14,31.02
670,26.8,101,player,1,52.54,44.46
670,26.8,78,player,0,47.32,22.57
675,27.0,73,player,0,50.64,31.71
675,27.0,95,player,1,68.32,31.65
675,27.0,105,player,0,80.68,28.79
675,27.0,96,player,0,77.17,35.79
675,27.0,101,player,1,52.89,45.2
675,27.0,106,player,0,60.55,33.86
675,27.0,98,player,1,55.63,27.97
675,27.0,78,player,0,47.52,23.23
680,27.2,95,player,1,68.55,30.99
680,27.2,68,player,1,63.78,21.96
680,27.2,88,player,0,50.19,31.4
680,27.2,101,player,1,52.84,45.03
680,27.2,106,player,0,61.19,34.84
680,27.2,98,player,1,55.69,27.68
685,27.4,107,referee,3,102.3,79.04
685,27.4,95,player,1,68.73,31.14
685,27.4,68,player,1,63.68,21.92
685,27.4,106,player,0,61.57,35.12
685,27.4,101,player,1,52.91,45.15
685,27.4,87,player,0,47.64,23.54
690,27.6,107,referee,3,102.23,79.17
690,27.6,109,player,0,54.88,51.42
690,27.6,68,player,1,63.84,22.52
690,27.6,106,player,0,62.0,35.59
690,27.6,101,player,1,53.1,45.62
690,27.6,95,player,1,69.12,31.02
690,27.6,108,player,1,48.07,28.93
690,27.6,78,player,0,47.98,24.18
695,27.8,107,referee,3,102.46,79.37
695,27.8,110,player,1,96.06,48.73
695,27.8,109,player,0,56.07,52.99
695,27.8,68,player,1,63.93,23.03
695,27.8,106,player,0,62.53,36.38
695,27.8,101,player,1,53.39,46.18
695,27.8,108,player,1,47.25,27.05
695,27.8,78,player,0,48.11,24.98
700,28.0,110,player,1,96.04,49.78
700,28.0,68,player,1,64.2,23.48
700,28.0,112,referee,3,59.49,31.47
700,28.0,109,player,0,56.98,54.04
700,28.0,101,player,1,53.41,46.6
700,28.0,107,referee,3,102.78,79.32
700,28.0,78,player,0,48.16,25.51
700,28.0,111,player,1,55.86,29.45
705,28.2,110,player,1,96.26,50.23
705,28.2,107,referee,3,102.99,79.51
705,28.2,68,player,1,64.29,23.42
705,28.2,113,player,1,84.48,32.33
705,28.2,112,referee,3,59.45,31.62
705,28.2,116,player,0,83.01,33.39
705,28.2,111,player,1,55.82,29.8
705,28.2,101,player,1,53.7,47.45
705,28.2,78,player,0,48.12,26.04
705,28.2,114,player,0,59.13,20.94
705,28.2,115,player,1,59.23,9.71
710,28.4,110,player,1,96.22,51.54
710,28.4,113,player,1,84.84,32.37
710,28.4,116,player,0,83.35,33.94
710,28.4,112,referee,3,59.7,32.41
710,28.4,107,referee,3,103.21,79.42
710,28.4,68,player,1,64.63,24.21
710,28.4,115,player,1,58.9,9.79
710,28.4,111,player,1,55.53,30.43
710,28.4,78,player,0,47.89,26.42
710,28.4,101,player,1,54.04,48.9
710,28.4,114,player,0,59.4,22.11
710,28.4,117,player,0,52.4,47.06
715,28.6,110,player,1,95.93,52.4
715,28.6,112,referee,3,59.74,32.43
715,28.6,114,player,0,59.29,21.91
715,28.6,118,player,1,46.68,22.26
715,28.6,115,player,1,58.48,9.0
715,28.6,101,player,1,53.72,49.42
715,28.6,107,referee,3,103.34,79.58
715,28.6,111,player,1,55.43,31.3
715,28.6,68,player,1,64.8,24.33
715,28.6,113,player,1,85.32,32.57
715,28.6,78,player,0,48.54,28.3
715,28.6,117,player,0,52.39,47.43
720,28.8,110,player,1,96.2,53.12
720,28.8,112,referee,3,59.81,32.49
720,28.8,113,player,1,85.74,32.39
720,28.8,68,player,1,64.94,24.12
720,28.8,111,player,1,55.15,32.0
720,28.8,88,player,0,51.44,36.37
720,28.8,118,player,1,46.67,22.22
720,28.8,107,referee,3,103.56,79.49
720,28.8,114,player,0,59.41,22.36
720,28.8,115,player,1,58.17,8.63
720,28.8,116,player,0,83.82,34.88
720,28.8,78,player,0,46.65,25.07
720,28.8,117,player,1,52.3,48.05
725,29.0,110,player,1,96.57,53.98
725,29.0,68,player,1,65.18,24.47
725,29.0,88,player,0,51.64,37.14
725,29.0,116,player,0,84.1,35.38
725,29.0,113,player,1,86.13,32.68
725,29.0,118,player,1,46.7,22.67
725,29.0,112,referee,3,59.92,33.01
725,29.0,107,referee,3,103.83,79.49
725,29.0,114,player,0,59.41,22.61
725,29.0,115,player,1,58.06,8.98
725,29.0,117,player,0,52.13,48.59
725,29.0,78,player,0,47.0,26.87
725,29.0,111,player,1,54.87,32.84
730,29.2,110,player,1,97.32,55.16
730,29.2,107,referee,3,104.4,79.82
730,29.2,88,player,0,51.62,37.42
730,29.2,113,player,1,86.77,32.52
730,29.2,112,referee,3,60.08,32.85
730,29.2,115,player,1,58.28,9.0
730,29.2,116,player,0,84.73,35.48
730,29.2,118,player,1,47.01,22.9
730,29.2,111,player,1,54.6,33.55
730,29.2,78,player,0,47.0,26.65
730,29.2,117,player,0,51.75,48.81
735,29.4,112,referee,3,60.49,33.96
735,29.4,113,player,1,87.47,33.38
735,29.4,119,player,1,53.85,53.21
735,29.4,88,player,0,52.06,39.19
735,29.4,120,player,1,49.74,31.97
735,29.4,116,player,0,85.22,36.61
735,29.4,111,player,1,54.49,34.37
735,29.4,107,referee,3,104.8,80.11
735,29.4,118,player,1,46.85,23.02
735,29.4,117,player,0,52.09,49.72
740,29.6,88,player,0,51.55,39.04
740,29.6,113,player,1,88.01,32.96
740,29.6,118,player,1,46.88,23.2
740,29.6,112,referee,3,60.56,33.86
740,29.6,107,referee,3,105.01,79.54
740,29.6,120,player,1,49.7,32.02
740,29.6,116,player,0,85.44,36.32
740,29.6,119,player,1,53.89,53.79
740,29.6,117,player,0,51.62,49.55
740,29.6,111,player,1,54.16,35.4
745,29.8,112,referee,3,60.77,34.2
745,29.8,113,player,1,88.36,33.0
745,29.8,118,player,1,46.86,23.24
745,29.8,111,player,1,53.89,35.9
745,29.8,121,player,0,54.4,33.57
745,29.8,116,player,0,85.58,36.31
745,29.8,119,player,1,54.14,55.17
745,29.8,88,player,0,50.9,39.31
745,29.8,120,player,1,49.48,32.39
745,29.8,117,player,0,51.87,50.86
745,29.8,107,referee,3,105.03,78.98
